user,tweet,sentiment
White_technolog,в москвабад наступ  октябр  октябр   слов! #бирюлево #whitepower #бунт,3
White_technolog,“ черножоп гнид как нах толерантн #бирюлево” #русскиймарш,3
White_technolog,“ реж чурок первым!” #бирюлево #россиядлярусских,3
White_technolog,“_ примет чурк уб москвич  к беспорядк беспорядк изз убийств москвич  к скор поимк преступника” #бирюлево,3
White_technolog,“_ перечита новост  стал ненавидет хач ещ больше” #бирюлево #россиядлярусских,3
White_technolog,“_ ор пап бе хачей! пап в ответ орет из друг комнат спаса росс #бирюлево”  ноябр #русскиймарш,3
White_technolog,“_ я ненавиж хач наш правительств и президент #бирюлево” #бирюлёво #россиядлярусских #бунт,3
White_technolog,у тц бирюз до ху людей!!! #бирюлево,1
White_technolog,“_ хачиогромн проблем росс кот реша двум способамилиб выселен либ истребление выбира второй” #бирюлево,3
White_technolog,след смс на никольск  из  чурк #бирюлево #москва,3
White_technolog, задержа #бирюлево,2
White_technolog,сег дня произошл воистин уникальн явлен прост люд в тч пожил очист от черножоп цел район москвабад #бирюлево,3
White_technolog,а межд тем напомина лозунг русск марш  был лозунг ьеба и резать! #бирюлево #русскиймарш,3
White_technolog,“_ молод парн котор заступа за сво девушк пореза хач сука!!!! хач гор в аду!!!!” #бирюлево,3
White_technolog,“_ до как пор эт черномаз обдолба твар будут зде убива наш реб вся власт прогн сверх донизу! #бирюлево”,3
White_technolog,“ вперв за  год жител  #бирюлево не видел чурок и могл спокойн гуля по улиц в поздн время” #бирюлево,3
White_technolog,“_ девушк  омоновцу!  вы хач защищаете!!!#бирюлево” #бирюлево #whitepower,3
White_technolog,“ над в бирюлев порежут мног хачей” #бирюлево #россиядлярусских #whitepower,3
White_technolog,“ уб хачей!уб хачей!!!!!!!” #бирюлево #россиядлярусских,3
White_technolog,“ вот как ни крут а все проблем в росс изз хачей” #бирюлево #россиядлярусских,3
White_technolog,“ скольк ещ русск зарежут черножоп овцыеб прежд чем власт поймет что их над гнат из росс ” #бирюлево,3
White_technolog,“_ вот сук чурк ебан обезья мраз черножоп вот сжеч бы вас в кра ахринели” #бирюлево #россиядлярусских,3
White_technolog,“ ху сос черножопые!!!” #бирюлево #россиядлярусских #бунт,3
White_technolog,“ #бирюлево давн пор эт черножоп твар в конец охуели” #россиядлярусских,3
White_technolog,“_ гнид черножопые” #бирюлево,3
White_technolog,“ эт черножоп совс охренели” #россиядлярусских #бирюлево,3
White_technolog,“ черножоп грязн макак котор все сход с рук твар #бирюлево” #россиядлярусских,3
White_technolog,“ на недельк до втор я уед в бирюлево за то чтоб в овощебаз не работа хачи!” #бирюлево #whitepower,3
White_technolog,“_ хоч чтоб хач сдохл ” #россиядлярусских #бирюлево,3
White_technolog,то что не уда в  возможн сейчас! у здан мэр ник нет! нужн  парн люб роста! #бирюлево #бунт #москва,3
White_technolog,#москва  русск город! #бирюлево,1
White_technolog,уезжа из #бирюлево! метр работает! у мэр ник нет! город  наш! #whitepower,1
White_technolog,мэр открыт патриоты! зде нет никого! но ест строительн лес а знач арматура!!! #бирюлево #бунт #русские #москва,1
White_technolog,у здан мэр тверск нет ни мент ни автозак ни омон метр будет работа ещ неск часов! #бирюлево #бунт #русские,2
White_technolog,я росполитдл арт чернышев я род в роддом на чист пруд эт мо город и я счита что он тольк для этнич славя #бирюлево,3
White_technolog,в метр нехил усилен кажд станц поздн воскресн вечер  по  полиционер на ьполежаевской и ьбеговойьс каск #бирюлево,3
White_technolog, ноябр мы организу уж  #русскиймарш эп русск приглаша всех бел людей! за  слов! #бирюлево,1
White_technolog,мусор по мобил орет ьнужн ещ машин нужн еще! аа сук то ли ещ будет! #whitepower #бирюлево,3
White_technolog, задержа патриот #россиядлярусских #бирюлево,3
White_technolog,скор город станет белым! #бирюлево #whitepower,1
White_technolog,подход к тц бирюза! над нам даж вертолет!!! #бирюлево один за всех  все за одного!!,1
White_technolog,больш десятк парн пошл в сторон #бирюлево товарн,2
White_technolog,пок работа метр не меша бы проеха до центр #москва #русские #бирюлево,2
White_technolog,оперативн штаб по подавлен бунт в #бирюлево созда в префектур юа,2
White_technolog,мо товарищ сообщ мне что у них происход по скайп в общ числ на улиц оста бол  человек #бирюлево !,2
White_technolog,манежк закр #бирюлево,2
topoprf,#сообщают событ в западн #бирюлево могут имет серьезн последств для местн сотрудник фмс,2
topoprf,"_ в аналитическ пост о событ в #бирюлево,  …",2
topoprf,владимир жириновск в гд в #бирюлево был передел собствен народн возмущен вызва специальн убийств егор щербаков заказн,3
topoprf,по ситуац в #бирюлево     нача слушан в оп москв ,2
topoprf,#сообщают  на мест овощебаз в #бирюлево могут созда технопарк ил спортобъект,2
topoprf,мо дружин мен бережет нужн ли команд дружинник  больш город москв  мнен жител #бирюлево ,2
topoprf,#сообщают  задержа председател совет директор за нов черемушк магомед чурил генеральн директор овощн баз в #бирюлево.,2
topoprf,#окак  и  выясн #бирюлево ,2
topoprf,"станисла апетья  страх и ненавист в #бирюлево"" …",3
topoprf,#сообщают собянин #овощебаза в #бирюлево закрыт и вряд ли когдат откроет #втему …,2
topoprf,по #бирюлево  кто сдает квартир мигрант  ,3
topoprf,#сообщают предполага убийц #егоращербакова зейналов достав в москв #бирюлево,2
topoprf,жител #бирюлево: для тог чтоб реш эт пробл нужн спрос у жител район для эт нуж больш формат ,2
topoprf,жител #бирюлево: есл бы все орга власт дела то что он должн дела так пробл бы не был ,3
topoprf,срочно! член #опрф дгалочкин призыва сам главн – эт сохран обществен порядок в район  #бирюлево,2
topoprf,#бирюлево. что дела и кто виноват разбира в #опрф  с участ местн жител ,2
topoprf,#молния #сообщают подозрева в убийств в #бирюлево оказыва сопротивлен полиц пострада ли полицейск при задержан  неизвестн,3
topoprf,#молния #сообщают подозрева в убийств в #бирюлево прята в  коломн сейчас ег на вертолет доставля в москв,2
topoprf,#сообщают #овощебаза в #бирюлево закрыва в рамк уголовн дел #втему #_…,2
topoprf,#срочно #сообщают задержа орха зейнал подозрева в убийств в #бирюлево,2
topoprf,на заседан по #бирюлево пришл к един мнен по организац конференц в район ,2
topoprf,жител #бирюлево настаива на проведен народн сход в тч с участ диаспор ,2
topoprf,выступа член #опрф апаскач благодар жител #бирюлево за то что их выступлен не выход за рамк ,1
topoprf,#междутем #сообщают полиц обеща уголовн дел для руководств овощебаз в #бирюлево,2
topoprf,#междутем выясн что по #бирюлево работа  сотрудник фмс  тыс на  млн мигрант по росс ,2
topoprf,представител префектур напомина что #бирюлево западн дал сам больш процент за собянин ,2
topoprf,"представител префектур говор об истор #бирюлево, о том что там до сих неясн ком как земл принадлежат ",2
topoprf,#сообщают со ссылк на  поимк подозрева в убийств в #бирюлево  дел нескольк час,2
topoprf,"член #опрф мгригор котор тож был в #бирюлево, призыва полиц необходим срочн стабилизобстановк ",3
topoprf,байкер созда в #бирюлево сво в рамк закон структур оперативн реагирован народн патрул  ,2
topoprf,выступа помощник член #опрф окостин он из #бирюлево:  ,2
topoprf,отвеча замглав управ #бирюлево западн  глав управ принима как предписыва регламент открыт ,2
topoprf,#междутем #сообщают со ссылк на следств что овощебаз в #бирюлево закроют в течен  дне оттуд будет вывез ве товар,2
topoprf,вопрос от местн жител #бирюлево ,2
topoprf,аполовинк перечисля как борют с нелегал в юа работ ведет суд по докладун гриб уточня  поч же случ в #бирюлево?,3
topoprf,вгриб езд вчер в #бирюлево  видел что жител район настольк эмоциональн обща с местн власт ,2
topoprf,в #опрф начина заседан посвящен ситуац в #бирюлево:  ,2
topoprf,#сообщают со ссылк на опрос  % москвич поддержива требован жител #бирюлево. % одобря метод их действ,2
topoprf,!   в кулуар заседан говор что личност убийц егор установлена! #бирюлево,1
topoprf,опрос на топ кто виноват в беспорядк и волнен в #бирюлево?-промежуточный итог приезж с кавказ % федервласт %мигрант %,3
topoprf,член #опрф тин канделак _ #бирюлев наступа  …,3
topoprf,очевидец бунт в #бирюлево: больш арм маленьк «школоты» гоня за взросл мужчин из  средн аз …,3
topoprf,#сообщают онищенк санитарнотехническ состоян сист жизнеобеспечен дают основан закр баз на постоя основ #бирюлево,2
topoprf, октябр  и в обществен палат росс #опрф заседан по #бирюлево. нача в ,2
topoprf,#сообщают в связ с бирюлевск событ в гд рф  октябр ждут глав мвд фмс и мэр москв #бирюлево,2
topoprf,#сообщают омбудсм рф поддержа инициатив о визов режим со стран снг #втему … #бирюлево,2
topoprf,  увол глав управ и овд район эт для нача #бирюлево _…,2
topoprf,#сообщают участков уполномочен нача проверя регистрац жител дом поквартирн #бирюлево,2
topoprf,александр шумск   требован жител  #бирюлево западн  _…,2
topoprf,"член #опрф борис якеменк урок #бирюлево"" …",2
topoprf,#сообщают со ссылк на мвд на овощн баз в #бирюлево задержа бол  тыс человек,2
topoprf,#опрф в сми о всеволод чаплин о ситуац в #бирюлево: & …,2
topoprf,член #опрф овсеволод чаплин о поимк и наказан убийц в #бирюлево:..наказание должн быт особен жестк неотвратим демонстративн,3
topoprf,#сообщают в #бирюлево продолжа проверк документ ,2
topoprf,#сообщают минздра большинств омоновц в бирюлев отдела ушиб #бирюлево …,1
topoprf,#сообщают в москв массов полиц проверя документ иностра рабоч снима прям с мест работ #бирюлево ,2
topoprf,#сообщают по вчерашн задержа в #бирюлево: из  человек  оштрафова  подозрева в хулиганств остальн отпуст,2
topoprf,#сообщает полиц останавлива  машин с водител неславянск внешност проверя документ #бирюлево источник рбк,2
topoprf,#сообщают числ госпитализирова в бирюлев омоновц увелич до пят #втему … #бирюлево,3
topoprf,член #опрф серг марк власт должн перехват у радикал русск вопрос  … #бирюлево,2
topoprf,на #топе нов #опрос  кто виноват в беспорядк и волнен в бирюлев голосу на #топе  #бирюлево,2
topoprf,член #опрф денис дворник воперв принош сво соболезнован родственник убит егор щербаков   #бирюлево,3
topoprf,александр брод член спч подобн инцидент происход и происход регулярн во всех регион росс   #бирюлево,3
topoprf,член #опрф макс  необходим провест расследован эт преступлен   #_… #бирюлево,3
topoprf,#сообщают полиц усил патрулирован по все москв в тч в центр #бирюлево,2
topoprf,#сообщают  человек был задержа в ход беспорядк в #бирюлево; #втему … ,2
topoprf,#сообщают колокольц провод экстрен совещан изз беспорядк в #бирюлево,2
topoprf,#сообщают убийц летн юнош ищут лучш сыщик москв мэр собянин поруч взят эт дел на особ контрол #бирюлево,1
topoprf,#сообщают начальник мвд по москв анатол якунин взял розыск убийц из бирюлев под личн контрол #бирюлево …,2
topoprf,#сообщают во врем беспорядк в бирюлев и окрестн задержа бол  человек #бирюлево,2
topoprf,#сообщают на юг москв создадут штаб по борьб с нелегальн миграц #бирюлево #овощебаза,2
topoprf,#сообщают за нападен на овощн баз в бирюлев задержа окол  человек #бирюлево,2
topoprf,#сообщают слов «#бирюлево» на кириллиц попа в миров тренд сервис #twitter,2
topoprf,#сообщают полиц увоз в автозак и в автобус задержа молод люд с овощебаз #бирюлево,2
topoprf,по виде котор ведут гражданск журналист родител звон сво дет молод парн уговарива уход с #овощебаза #бирюлево,2
topoprf,#сообщают вся московск полиц поднят по тревог план #вулкан #бирюлево,2
topoprf,#сообщают сотрудник омон выстро цеп в два ряд выдавлива люд с #овощебазы #бирюлево,3
topoprf,#сообщают в полиц сообща о сем задержа в западн #бирюлево,2
topoprf,#сообщают абсолютн все сотрудник полиц москв поднят по тревог план вулка #бирюлево #погромы #овощебаза,2
topoprf,"в #бирюлево наход член #опрф дмитр галочкин котор сообщ #сми, что ситуац взят под особ контрол #погромы #бирюлево",1
topoprf,#сообщают корреспондент ри новост переда что нача погром люд гром прилавк на овощебаз в #бирюлево #погромы #овощебаза,3
topoprf,член #опрф денис дворник посвяща #бирюлево  #_…,2
topoprf,#ромодановский в #гд: мы тольк в эт год переда  тысяч адрес нехорош по булгаков квартир  #нелегальныеобщежития #мигранты,3
topoprf,#сообщают собянин #овощебаза в #бирюлево закрыт и вряд ли когдат откроет #втему …,2
topoprf,#сообщают #овощебаза в #бирюлево закрыва в рамк уголовн дел #втему #_…,2
topoprf,#сообщают на юг москв создадут штаб по борьб с нелегальн миграц #бирюлево #овощебаза,2
topoprf,по виде котор ведут гражданск журналист родител звон сво дет молод парн уговарива уход с #овощебаза #бирюлево,2
topoprf,#сообщают абсолютн все сотрудник полиц москв поднят по тревог план вулка #бирюлево #погромы #овощебаза,2
topoprf,#сообщают корреспондент ри новост переда что нача погром люд гром прилавк на овощебаз в #бирюлево #погромы #овощебаза,3
ruspoker,в московск метр запрет  и сотов связ полностью! #новости #сми #россия #срочно #молния #навальный #лгбт #гринпис #риа #бирюлево,3
ruspoker,ежегодн в росс в дтп погиба чел челден %%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%%_%%%%%%%%%%%%%%%%%%%%%%%%… #новости #сми #волгоград #бирюлево #теракт #россия #навальный рт,3
ruspoker,в иран преступник выж посл казн хот повес повторн … #новости #сми #россия #волгоград #бирюлево #риа #rt,IRR
ruspoker,толоконников эпатир в чувашию! … #новости #сми #россия #pussyriot #лгбт #гринпис #бирюлево #волгоград #спорт #риа,1
ruspoker,за теракт над по миллион доллар выплачива а не по сто и тыс руб! #новости #сми #россия #навальный #лгбт #спорт #бирюлево #волгоград,3
ruspoker,след заявлен путин очевидн будет ответствен за теракт на транспорт несет руководств автопарк #бирюлево #новости #россия,3
ruspoker,недавн путин ответствен за ущерб в зон наводнен несут застройщик   #россия #сми #бирюлево,2
ruspoker,путин возлож ответствен на местн власт #бирюлево как же так народ проголосова за эт власт и он виноват #навальный #лгбт #риа,3
ruspoker,андр колесников«бирюлеволюц прот болотной» в «нов газете» … #новости #сми #россия #бирюлево #навальный #лгбт,3
ruspoker,бизнес район средн класс элитарн район рублевк внутримосковск визывъезд в центр москв по спецпропускам#бирюлев #новости,IRR
ruspoker,в росс обсужда ограничен внутрен миграц #новости #сми #россия #навальный #лгбт #спорт #бирюлево #футбол #кавказ #срочно #молния,2
ruspoker,срочно! молния! посл закрыт овощн баз в #бирюлево онищенк закроет хладокомбинаты! #новости #сми #россия #навальный #лгбт #спорт #риа,2
ruspoker,посл закрыт овощн баз в #бирюлево москв останет зим без овощ и фрукт #новости #сми #россия #навальный #лгбт #спорт #риа #рт,3
ruspoker, на недельк до втор я уед в #бирюлево ляляля#нов #сми #россия #навальный #путин #лгбт #гринпис #спорт #мигранты #футбол #рт,1
ruspoker,свобод гринпис! арктик под международн юрисдикцию!#нов #сми #россия #навальный #лгбт #спорт #бирюлево #russia #путин #вконтакте #риа,IRR
ruspoker, был бы в #бирюлево кинотеатр конфликт был бы ещ больш,3
ruspoker,нов версия! убийств в #бирюлево был спланирова режим чтоб отвлеч народ от дел навального! #новости #сми #россия #навальный #суд,3
ruspoker,в #бирюлево уб мигрант из узбекиста __… #новости #сми #россия #риа #лгбт #гринпис #novosti #вести #vesti #нтв #футбол,3
ruspoker,в #бирюлево уб мигрант из узбекиста … #новости #сми #россия #риа #навальный #лгбт #гринпис #pussyriot #спорт #путин,3
ruspoker,православн националист патриот будут добива закрыт всех овощн рынк и баз в россии! #новости #сми #бирюлево #навальный #россия,1
ruspoker,путинск реж созда спец войск для защит чиновник от народ и оппозиции! … #бирюлево #новости #навальный #сми,3
ruspoker,институт ходорковского«преторианск гвардия»путин #… #новости #сми #россия #бирюлево #навальный #путин #лгбт #гринпис,3
ruspoker,институт ходорковск лиц путин #… #новости #сми #россия #бирюлево #навальный #путин #лгбт #гринпис #pussyriot,3
ruspoker,институт ходорковскогорабск труд в росс #… #новости #россия #бирюлево #навальный #путин #лгбт #гринпис #pussyriot,3
ruspoker, институт современ росс ходорковск  #ходорковский #путин #собянин #нко #бирюлево #мигранты #rt,2
ruspoker,косенк выйдет из психушк ух уж он им всем отомст кровав бензопил в кремле! #новости #россия #новости #бирюлево #спорт #лгбт #гринпис,3
ruspoker,в #бирюлево от мусоросжигательн завод кажд год умира десятк тысяч люд и никт не протестует!#нов #сми #россия #риа #навальный,3
ruspoker,в росс нет пробл с мигрант а ест проблем с национализм и нетерпением! #бирюлево #новости #сми #россия #навальный #лгбт #спорт #рт,3
ruspoker,всех с праздник курбанбайрам! #москва  #новости #сми #россия #бирюлево #риа #навальный #мигранты #фото #футбол #рт,1
ruspoker,исполнител не найдут скор всег он уж давн мертвн случайн подгада к исламск праздник и к фашистск шеств ноября#бирюлев,3
ruspoker,передел бизнесаспланирова националистическ провокацияслучайн ссора#бирюлев #новости #сми #россия #навальный #мигранты #рт,3
ruspoker, беспорядк в #бирюлево напомина хрустальн ноч в нацистск герман #новости #сми #россия #москва #путин #навальный #лгбт,3
ruspoker,_ беспорядк в #бирюлево напомина хрустальн ноч в нацистск герман #новости #сми #россия #novosti #путин #навальный #лгбт,3
ruspoker,беспорядк в #бирюлево напомина хрустальн ноч в нацистск герман #новости #сми #россия #novosti #риа #путин #навальный #лгбт #спорт,3
ruspoker, похож на политическ провокац с сам верх в преддвер  ноябр #бирюлево,3
ruspoker,власт сво политик разжига в народ нетерпим к мигрантам! требу немедлен легализац мигрант в россии! #бирюлево #новости,2
ruspoker,срочно! молния! в #бирюлево едут кавказц и мигрант со всег города!,3
ruspoker,рт!срочно!молния! в #бирюлево съезжа националист со всег города!,3
ruspoker,срочно! молния! в #бирюлево подтягива фашист со всег города! #рт,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #rt ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #важно ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #сми #россия #футбол #риа #рт ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #сми #россия #футбол #риа #рт ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #сми #россия #футбол #риа #манежка ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #фото ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #москва ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #фото ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #фото ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #сми #россия #футбол #риа ,3
ruspoker,_ срочно!молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #сми #россия #футбол #риа #фото ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа #рт ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #футбол #риа ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #риа #россия #футбол #сми #фото ,3
ruspoker,_ срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #риа #россия #футбол #сми #рт ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #риа #россия #футбол #сми ,3
ruspoker, срочно!молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #риа #россия #футбол #сми ,3
ruspoker, срочно!молния!зомб в #бирюлево!нападают на всех!он повсюду! #новости #риа #россия #футбол  #сми #навальный,3
ruspoker, срочно! молния! зомб в #бирюлево!нападают на всех! он повсюду! #новости #риа #россия #футбол  #сми #russia,3
ruspoker,_  срочно!молния! зомб в #бирюлево!нападают на всех!он повсюду! #новости #риа #россия #футбол ,3
ruspoker,  срочно! молния! зомб в #бирюлево! напада на всех! он повсюду! пришл ещ омон ~ ,3
ruspoker, срочно! молния! зомб в #бирюлево! напада на всех! он повсюду!#нов #риа #итар #вести #футбол ,3
ruspoker,срочно!молния! зомб в #бирюлево! напада на всех! он повсюду! омон съеден! люд спрята в тк бирюза! #новости ,3
ruspoker,срочно!молния! зомб в #бирюлево! напада на всех! он повсюду! #новости #сми #россия #москва #риа #навальный #лгбт ,3
ruspoker,молния!зомб в #бирюлево!они повсюду!обществен палат съели!#нов,3
ruspoker,молния! зомб в #бирюлево! напада на всех! он повсюду! #спорт #лгбт,3
ruspoker, на недельк до втор я уед в #бирюлево ляляля#нов #сми #россия #навальный #путин #лгбт #гринпис #спорт #мигранты #футбол #рт,3
ruspoker,националист бондарик арестова в петербург … #новости #сми #россия #футбол #мигранты #навальный #лгбт #спорт #риа,2
ruspoker, институт современ росс ходорковск  #ходорковский #путин #собянин #нко #бирюлево #мигранты #rt,2
ruspoker,всех с праздник курбанбайрам! #москва  #новости #сми #россия #бирюлево #риа #навальный #мигранты #фото #футбол #рт,1
ruspoker,передел бизнесаспланирова националистическ провокацияслучайн ссора#бирюлев #новости #сми #россия #навальный #мигранты #рт,3
ruspoker,антимигрантск настроен кто за ним сто … #новости #сми #россия #мигранты #навальный #лгбт #спорт #путин #риа #рт,3
masfka," полага как в #бирюлево,так и в #кондопога прост использова этноконфликт убра конкурент торгов сетейон возможн заказчик",2
masfka," год #кондопога""вначале был нас немн но подожд придет пор по все росс кондопог пройдет марш на ур #бирюлево",1
masfka,как тольк приперл в колокольц нашел в #бирюлево  тыс квартир с мигрант,3
masfka, может быт посла туд делегац из #бирюлево,1
masfka, он част не знает проблем ем не докладыва берегут здоров вот про #бирюлево он из твиттер узна случайн,3
masfka, счита что задержа в #бирюлево нужн отпуст он действова в состоян аффект в связ с бездейств власт,1
masfka, полага аукнул онищенк овощн баз #бирюлево,3
masfka,предлага всем жела экскурс по #бирюлево  до  числ скидк %,1
masfka, знач там у них не хвата рабсил нафиг тогд их мигрант нужн нам в #бирюлево?! зач их везут к нам в обм !,3
masfka,муж у мен спрашива ты не в курс оруд убийств паца из #бирюлево следовател нашл я ответ не слыша про эт нич,3
masfka,задержа й подозрева по дел о беспорядк в #бирюлево. в ответ нужн подава иск о бездейств власт и перевод стрелок на них,3
masfka,подозрева в убийств в #бирюлево орха зейнал в суд не призна вин ну что я писа утр посл нот протест от азерб диаспор !,3
masfka,вот эт овощи!бастрыкин посет баз #бирюлево. колокольцев личн достав зейналов разогна фмс …,3
masfka,тепер овощн баз для москвич будет ещ ближ оппозиционер проверк прошл к пьян #бирюлево не присоедин,3
masfka,в пос радужн #коломенское  многоквартирн дом нескольк лет тонут в нечистот видим ждут когд народ возмут как в #бирюлево,3
masfka,предполага убийц азербайджанц орха зейналов #бирюлево задержа и достав в ивс мур на петровк ,2
masfka, сми орха держа точк недалек от ввц знач нужн возбужда уд на всех выда разрешен на торговл преступник #бирюлево,3
masfka,олег баран «эт уроженец азербайджа  год рожден орха зейнал зах оглы» #бирюлево,2
masfka," жириновск намер провест митинг в ден народн единств  напрот торгов центр «бирюза» #бирюлево, есл ем разрешат",2
masfka, журналист усматрива пробл #бирюлево в пьянств русск снят с работ с запрет занима должност журналист  год,3
masfka,по событ в #бирюлево необходим отправ в отставк «как минимум префект юао» а « отделен полиц разогнать»,3
masfka, фмс откроет в #бирюлево стационарн пост а онищенк обеща не тянут с иск в суд о закрыт овощебаз в бирюлев,2
masfka,все  задержа за беспорядк в #бирюлево оштрафова от  до  тыс руб по стат  мелк хулиганств и ,2
masfka,русск #бирюлево узбак ус будет хорос,1
masfka,свет из иванов предупрежда про овощ #бирюлево   ,1
masfka, в ход идут и попытк обвинен народ #бирюлево в пьянств и якоб их недружествен отношен к друг народ,3
masfka,возл торгов центр «бирюза» #бирюлево начина собира школьник с родител,2
masfka,роспотребнадзор уж приня решен о закрыт овощехранилищ #бирюлево полиц задержа окол  тыс человек мигрант,2
masfka,и тут виноват властьруководств баз в #бирюлево обвин в погром коррумпирова власт,3
masfka,#бирюлево в критическ ситуац политическ руководств стран и регион прост прячет видим эт уж традиц наш властион утонул,3
masfka, вед вчер в #бирюлево власт не был был тольк представител  омон,3
masfka,на овощебаз в #бирюлево сейчас пробк мигрант пыта туд попаст но баз оцепл полицейск,2
masfka,гос дум полага стал совс ручн посл событ на болотн видим никт поэт и не осмел на общен с граждан #бирюлево,3
masfka,#бирюлево   виде смотрел с камер у дом че иска убийц явн видн что перв девушк ег знает есл конечн эт он уб,3
masfka,"спокойн ноч москвич спокойн ноч стран завтр нам скажут что виноват сам народ из #бирюлево, пьян был",3
masfka,мне понрав интерв с местн депутат котор говор дава лучш пойд кле листовк с преступник #бирюлево,1
masfka,  ран план вулка ввод лиш в  год #бирюлево,2
masfka,полиц напа на след возможн убийц егор щербаков задержа окол  жител #бирюлево треб наказа преступник,3
masfka,на диалог с народ в #бирюлево не пришл ни депутат госдум ни руководств район жрут  выстав на диалог тольк омон,3
masfka,из интерв с депутат жалоб на баз #бирюлево с х год и закр е мы не мож контролирова мы не мож сложн,3
masfka,"не защищ и не оправдыв ни одн сторон событ #бирюлево, полага что в стран происход неуправля процесс на лиц кризис власт",3
masfka, есл бы гудк приб в #бирюлево и успоко народ я бы ег стал уважа как лидер,2
masfka,#бирюлево наконецт доказа что в росс оппозиц нет! ест народн волнен тольк,3
masfka,задержа какогот мужчин лет сорок #бирюлево,2
masfka, женщин какаят дает интерв журналист кто он и что говор не разбер #бирюлево,2
masfka, омон дают команд вытянут в цепочк #бирюлево,2
masfka,что интересн в #бирюлево не наблюда лидер оппозиц гудков и тд,3
masfka," #бирюлево, народ на овощебаз потихоньк сад в автобус некотор вернул к торгов центр где все нача",2
masfka,#бирюлево показа есл бы полиц среагирова на убийств оперативн и вел разъяснен не был бы народн сход #мвд в отставк,3
masfka,в #бирюлево пода автобус чтоб граждан разъеха,2
masfka, полиц выдавлива люд с овощебаз слышн крик русск бьют! омон использ дубинк #бирюлево,3
