tweet,sentiment
merc nikosaliagas pour ce très bea messag id00 #jesuischarlie #thevoice,1
si vous revenez on annul tout bon nu #jesuischarlie,1
merc psg_insid #jesuischarlie,1
franchement itel c #jesuischarlie,1
voir qu tous les journaux français ont fa des un pour #charliehebdo jaim la press de mon pays #jesuischarlie,2
liberté égalité dessiner #jesuischarlie,2
just un mot merc #jesuischarlie #merci,2
j franquin_c je suis zorglub je suis charl #jesuischarlie #spirou,2
est pas du courag ça #jesuischarlie devant le visag de cett fill dans alep dévasté,2
historiqu #charlie réunir abbas et netanyah côte a côte dans un march pour la toléranc #jesuischarlie,2
ne prenez pas le périph côté est il est coupé dans les sens sans possibilité de sortir #jesuischarlie #paris,0
lélan de solidarité et de fraternité planétair est un formidabl espoir pour notr civilisation #jesuischarlie,2
magnifiques unes du mond entier #jesuischarlie #charliehebdo,2
pour qu la liberté viv plus dun semain abonnez vous #charlie #jesuischarlie,1
de plus en plus de messages de sout #jesuischarlie,2
je nils ne nous ont pas rabaisser #jesuischarlie,2
#jesuischarlie ya envers mon pays a ce moment la ptn,0
repla la superb couv de the new yorker #jesuischarlie,2
la superb couv du new yorker #jesuischarlie,2
nous ne sommes qu le janvier mais je sais déjà qu ce ser la plus bell action de mon anné #jesuischarlie #charliehebdo #lp,2
la magnifiqu histoir dun prénom #jesuischarlie,2
autant de soutient de partout wow #jesuischarlie,2
cest bea #jesuischarlie,2
un journé sombr ils auront marqué le temps de leur encr #jesuischarlie,0
brav à #mediapolis pr cett nécessair sur europ avec fabiennamias olivennes michelfield #jesuischarlie,1
brav ruquierofficiel pour ce flop ten consacré aux magnifiques dessins de press qu nous défendent et nous amusent #onpc #jesuischarlie,2
lysiejackson lol #jesuischarlie #jesuischarlotte,2
bon nu un nouvell journé commenc demain et le combat pour la liberté et lhumour continu #jesuischarlie,1
brav a #newyorker pour cett un magnifiqu #jesuischarlie,2
bon nu à tous #jesuischarlie,1
#citation nous sommes le pays des lumières certes mais plutôt qu de sest il pas grand temps de les rallumer #jesuischarlie,2
un mond meilleur nécess seulement plus despoir et moins de pommes je suis pas très confitur de pommes quo qu #jesuischarlie,2
#merci pnational prefpolic gendarmer place_beauva sans oublier le #gipn et le #gign #jesuischarlie,1
paraît qu nous sommes râleurs grivois et de vilains mécréants ou mais tous groupés on est plus nombreux #jesuischarlie #restergroupir,2
paraït qu nous sommes râleurs grivois et de vilains mécréants ou mais tous groupés on est vachement plus nombreux #jesuischarlie,2
all ici #bfmtv ou vous êtes à lentrepôt est ce qu vous voyez un truc #jesuischarlie,2
couco de #charb le newyorktimes et merc #jesuischarlie am tonvoisin,2
#citation on est certes tous le con de quelquunanimité #jesuischarlie,1
#citation #jesuischarlie ah ou ben ducon cest vachement trop tardam tonvoisin,0
#citation tous ces étriqués du bulb soudain pseud libertaires me font gerber #jesuischarlie am tonvoisin,0
#jesuischarlie merc amazon amazonfr,1
#citation quand je vois les censeurs dhier agiter vivement leurs mouchoirs et dégouliner soudain de conscienc je vomis #jesuischarlie,0
un société qu se gangrèn samputer du rir am tonvoisin #jesuischarlie,0
#citation la vra richess д’ун homm en ce mond se mesur a bi qу’ a fa autour de lu mahomet #rt #jesuischarlie,2
numér vert à disposition #jesuischarlie,1
applaudissements #jesuischarlie #toulouseestcharlie,2
cart interactive retour sur jours de #jesuischarlie dans le mond entier #solidarité,1
m tweets de solidarité avec #jesuischarlie publiés dans le mond #fierté,1
millions de tweets de solidarité #jesuischarlie publiés dans le mond,1
dat tweets de solidarité #jesuischarlie publiés aujourdhu,1
pour lespoir à lir à partager pour réfléchir pour comprendr pour #jesuischarlie,2
the_smoking_p hell la plum bisous des heures noires qu sécoulent #jesuischarlie #noussommestousdescharlie,2
charb dessina les affiches de la cgt pour le défilé du er ma très bell affich dailleurs #cgt #jesuischarlie,1
#jesuischarlie #torontosoulignons le courag de ces #musulmans canadiens dans un context d #autocensure généralisé,1
#jesuischarlie #libertéun #dieu qu non cro en lu yves claudé,2
#jesuischarlie #liberté un die qu non cro en lu yves claudé,2
#jesuischarlie #hayat boumeddien est en #syrie,1
#jesuischarlielarmes de crocodil de #qs à part leur complicité avec le #plq et le #réseau islamiste_marocain solidaires de qu,1
duchp #jesuischarliese regrouper pour défendr les #valeurs modernes la #laïcité l #égalité des_sexes etc,1
#jesuischarlie #chérif kouach à la #mosquée il rencontr le futur chef de la filièr irakienne farid benyetto,1
#solidarité de l #islamofascisme,1
#solidarité de #est répubicain avec #charliehebdo #jesuischarlie #résistance à l #islamofascisme,1
manon_ lavenantcedric franckdeabre bgxguillaumems magicfan sandradoll avtcind teamenomalagr merc manon #jesuischarlie,1
phoenix virginietpmp_ virginietpmp camuscelin goupiiix niniteamenor oceane_cs good da #jesuischarlie #noussommescharlie,1
lavenantcedric franckdeabre bgxguillaumems magicfan manon_ sandradoll avtcind teamenomalagr merc cédric #jesuischarlie,1
cab charb tignous et wolinsk les rois de la liberté daim tellement faut pas les oublier #enoralesoir #jesuischarlie,2
yannickvirgin jarrivera pas a parlé je les admiré temps #jesuischarlie #noussommestouscharlie,1
kenny_v lavenantcedric goupiiix benedict phoenix magicfan fidoroya amaur merc ken a to auss #jesuischarlie,1
bfmtv a prior pas mal de hu #jesuischarlie,2
fu de la compagn du terrorist parm les otages pnational bfmtv lemondefr msieurlapiqu #jesuischarlie,0
#stopterrorisme les recherchés étaient sur la list noir aux us et ici même pas surveillés on les assagis #jesuischarlie,0
les us proposent leur aides un formation du fbi des antennes nationales locales dinterpol anticipons stop a terrorism #jesuischarlie,1
sur aucun médi français ne le dit lder selon nbc un suspect a été abatt et deux sont arrêtés #jesuischarlie #chaliehebdo,1
quand la ligu rend hommag à charl hebd #jesuischarlie,1
lhommag de batum #charliehebdo #nba nicolasbatum #jesuischarlie,1
les deux suspects cagoulés et armés dans laisn ont braqué un station servic à villers cotteret #jesuischarlie,1
le grand rassemblement dhommag initialement prévu samed se dérouler dimanch matignon #jesuischarlie,1
les passants curieux entr les policiers du raid ces images des chaînes infos sont tellement troublantes #jesuischarlie,1
le ministèr de linterpellation des suspects annoncé par lib #charliehebdo #jesuischarlie,1
#instantané un #jesuischarlie géant brand par les supporters du rc toulon rugb fac a racing metr #afp,1
le président palestin mahmoud abbas présent à la march républicain à paris sourc diplomatiqu #afp #jesuischarlie,1
#jesuischarlie quelqu personnes ont batt le pavé dans tout la franc selon b cazeneuv,1
#jesuischarlie hommag de lartist indien sudarsa pattnaik #afp,1
#jesuischarlie hommages à abidja bruxelles et barcelon,1
#jesuischarlie nouvel hommag de lartist indien sudarsa pattnaik #afp,1
#jesuischarlie #cabu hommag du graffeur jul à marseill #afp,1
#jesuischarlie hommag de notr rédaction régional à nicos pour le moy orient afriqu du nord,1
#jesuischarlie hommag de lartist indien sudarsa pattnaik,1
#jesuischarlie hommag hier soir à sant doming en républiqu dominicain,1
#jesuischarlie lhommag ce mid des équipes #afp à paris,1
la tour eiffel éteint en hommag à #charliehebdo #jesuischarlie,1
#jesuischarlie hommag devant le sièg du journa à paris,1
#jesuischarlie hommag de notr rédaction à los angeles #afp,1
#jesuischarlie hommag de notr rédaction à berlin,1
#jesuischarlie hommag en austral,1
#jesuischarlie hommag à hong kong #afp vi jaomahon,1
#jesuischarlie hommag en thaïland,1
#jesuischarlie hommag des équipes #afp à paris,1
#jesuischarlie lhommag à h des équipes #afp à paris,1
#jesuischarlie hommag de notr rédaction à hong kong #afp,1
#jesuischarlie hommag à sa paul a brésil #afp,1
#jesuischarlie hommag de notr rédaction à washington,1
#jesuischarlie hommag à marseill #afp,1
#jesuischarlie hommag à pristin a kosov #afp,1
la canebièr le vieux port et castellan noirs de mond à #marseille pour la march #jesuischarlie chaud a cœур,2
déplorabl #jesuischarlie rt leravijourna défilés à #marseille manif de dimanch h,1
ces j cest simplement le hashtag de rassemblement qu exprim notr douleur et est deven messag universel #jesuischarlie,2
aux gens qu critiquent nos #jesuischarlie en disant quon ne pens pas aux autres victimes nos cœурс pleurent chaqu victim de,2
a bar devant le foot les gens ne parlent qu des derniers jours pas qu mais presqu difficil de passer à autr chos #jesuischarlie,0
les terroristes sont morts otages également bila de jours dhorreur morts les cons et trop de blessés #jesuischarlie,1
en noir aujourdhu un attrap cauchemar autour du co #jesuischarlie,0
fu des suspects dans le métro suivez le direct du mond #jesuischarlie,1
alaviealamour deux policiers à terr après un fusillad port de châtillon #jesuischarlie #lt,1
alaviealamour en ce moment port de châtillon coups de fe à larm automatiqu policier touché #jesuischarlie,1
coups de fe port de châtillon à h #jesuischarlie,1
le livreur de pizzas ne veut pas mourir à ans et ans après il fa un massacr #jesuischarlie,0
toujours sous le choc #jesuischarlie,0
même al jazeer navez vous pas hont #jesuischarlie,0
gloir à celles et ceux qu ont sauvé des vies a péril de la leur #prisedotage #jesuischarlie #bravoaugignetauraid,2
si françois holland termin son intervention par #jesuischarlie alors #jesuisbluffé mehdiyanis blandine_k maxtaillebois arnocast,0
si je peux me permettr facebook franc vos publicités du moment tombent plutôt mal #jesuischarlie cc laurentsoll,1
babg unhommedegauch #jesuismusulman e interimaire et solidair aujourdhu id00 et #jesuischarlie auss,1
bel pour nos charlies merc #jesuischarlie jb bullet vi youtub,1
hommages les unes auxquelles on aura aimé pouvoir échapper #jesuischarlie #thankstheworldfromfrance,1
#manifs nous serions manifestants à #besançon #jesuischarlie #attentats vi francetvinf,1
#jesuischarlie près de chefs dhommag à charles de gaull le #marcherepublicaine,1
hommag lassa bath qu a caché et sauvé des juifs dans l #hypercashervincennes #jesuischarlie,1
il aur donc fall un abominabl tragéd pour qu les socialistes se rendent compt du mal qu rong notr pays #jesuischarlie,0
cett même gauch qu critiqua nos forces de l,0
urgent appel à témoins #terrorisme #jesuischarlie #attentat,1
assassiné par les terroristes mais oublié frédéric boissea agent dentret à #charliehebdo #jesuischarlie,1
ce soir la tour eiffel est éteint en hommag aux victimes de lattentat #charliehebdo #jesuischarlie,1
sur les lieux tristess recueillement nous déposons des dizaines de crayons et de fleurs #jesuischarlie,1
ça rim plus à ri morandin salomerainbow #jesuischarlie,0
je te l,1
tout a fa les mots qu je cherchais gueul de bois the_yiayia_girl chow #jesuischarlie,0
vide #jesuischarlie émouvant hommag à charl hebd sur lhexagon de renaud,1
le deu nationa un décision rarissim en franc #jesuischarlie,1
vincentdanie_l linvers est vra #jesuischarlie,1
sur francecultur de ce matin rend hommag à bernard maris #onclebernard #jesuischarlie,1
cinq morts dont coulibal dans le supermarché casher proches dossier #afp #horreur #jesuischarlie sources afpfr,1
f_philippot mensong il a dit le contrair tout le mond peut venir arrêtez de fair votr victim fn o pas #jesuischarlie y ser,0
frédéric boissea agent dentret à charl hebd compt parm les victimes assassinées #jesuischarlie #rip,1
le gvt accélèr lentré en vigueur du décret permettant blocag administratif des sites terroristes #jesuischarlie,1
les mots de condoléances d franceintheus #jesuischarlie,1
linvitation de cazeneuv #jesuischarlie,1
jeannett bougrab met en caus les yont pas défend charl #jesuischarlie,1
hont national ne loublions jamais jul roched #jesuischarlie #charliehebdo,0
la récupération de marin le pen sur langl de la pein de mort est stupid puisqu ces assassins sont des kamikazes #jesuischarlie,0
moreauchevrolet le seul médi a mond à ne pas rendr hommag à charl est français et cest valeurs #jesuischarlie,1
readerfr slatefr le seul médi qu ne rend pas hommag à charl est français #jesuischarlie #charliehebdo,1
l #jesuischarlie #charliehebdo,0
b cazeneuv sur les suspects #ematin #jesuischarlie,1
le décret portant le janvier en hommag aux victimes #jesuischarlie #chaliehebdo,1
le plus jeun des trois suspects recherchés sest rend à charlevill mézières il a ans sourc afp #jesuischarlie #charliehebdo,1
hommag de laloalcaraz à #charliehebdo #jesuischarlie,1
lespr demeur où ils sont #jesuischarlie,2
lhommag de chappatt #jesuischarlie,1
la dessinatric du washingtonp anntelnaes rend hommag à charl hebd #jesuischarlie,1
la press allemand rend hommag à charl hebd #jesuischarlie,1
la press mondial rend hommag à charl hebd #jesuischarlie,1
lhommag de thereaibanks à charl hebd #jesuischarlie,1
la un du journa autrich kleinezeitung en hommag à charl hebd #jesuischarlie,1
la un du journa norvég aftenp en hommag à charl hebd #jesuischarlie,1
le journa allemand blzonlin rend hommag à charl hebd en un #jesuischarlie,1
ils sont morts pour nous pour notr liberté #jesuischarlie #enoralesoir,2
tour eiffel éteint grand moment observé par la fenêtr #jesuischarlie,1
hommag de googl #jesuischarlie,1
je suis choqué y en a un il ava ans #charliehebdo #jesuischarlie,0
en cett journé de deu nationa les équipes de d respectent minut de silenc #jesuischarlie #minutedesilence,1
vmarissa il y en a même qu cro qu die va ls punir!l problèm c pas dieu!c ceux qu croient #jesuischarlie #polqc #québec #uni,0
#letube dédié à #charliehebdo à h en clair avec ndemorand loicsecheress et camill bess #jesuischarlie,1
bonjour pour rendr hommag à #charliehebdo #cavous vous propos de participer en image avec #dessinemoiuncharlie #jesuischarlie,1
sans charl hebd et reiser je naurais sans dout jamais fa ma thèse sur le dessin de press #jesuischarlie,2
les tabloïds américains font de la tragéd en franc un spectacl indécent #jesuischarlie,0
sondag odox le paris attentats des français prêts à se mobiliser #jesuischarlie,1
liberté de la #presse dessin de batllor dessinateur espagnol #jesuischarlie,1
lun des vieux dessins de #wolinski il ava ans #jesuischarlie,1
#anonymous dévoil les comptes twitter de djihadistes vi du net lesoir be vi lesoir #jesuischarlie,1
pris dotages le dessin de martin vidberg blog le mond #jesuischarlie,1
sièg des terroristes par la polic et prises dotages en un du #newyorktimes #jesuischarlie,1
a journalist de #franceinfo lu est un mot pervers cf p vida naq #jesuischarlie,1
un député suédois poursuiv pour incitation à la hain #international vi lepoint #jesuischarlie,1
regardons tous par nos fenêtres cett tragéd do nous unir sans disctinction de religions #jesuischarlie,1
ils sont si cons ils voulaient nous diviser ils nous ont rassemblés comm jamais #jesuischarlie,2
wellis sercarf macm_p crissaragardens de ri a angers et partout aux alentours #jesuischarlie,1
pas être simpl de dormir encor cett nu #jesuischarlie et un énorm pensé pour paulinezer trist,0
le témoignag de patrick #pelloux est poignant très poignant #onpc #jesuischarlie #charliehebdo,1
aymeric caron silencieux en larmes narriv pas à parler #charliehebdo #onpc #jesuischarlie,0
hommag #charliehebdo ruquierofficiel leasalam #aymericcaron #jesuischarlie #onpc,1
hayat boumedien compagn de coulibal toujours recherchée!ell aggrav son cas #prisedotage #jesuischarlie,1
alarmant o fak si c #opcharliehebdo #jesuischarlie,1
il y a un vidé assez troublant qu pass sur fb tout le mond se question cest norma ms pourquo ajouter des pbms #jesuischarlie,0
pas didentité #prisedotage #jesuischarlie,1
#charliehebdo séta just endorm des anges les réveillent #jesuischarlie dessin alexdessinateur,2
un grand massacr tout de même des innocents sont morts #charliehebdo #jesuischarlie #noussommescharlie,0
oh fermez la mlp_officiel vous ne trouvez pas qu y a plus important qu votr pet person itel #dammartin #kouachi #jesuischarlie,0
hommag aux victimes la tour eiffel sest éteint #jesuischarlie,1
jeanett bougrab la voix tremblant #triste #bfm #jesuischarlie,0
de tout façon #charliehebdo ne veut pas de vous mlp_officiel et encor moins de votr part haineux #jesuischarlie,0
vous voulez just fair le buzz sur vous mlp_officiel hont à vous de profiter de notr douleur pour fair parler de vous #jesuischarlie,0
cest vous le danger mlp_officiel nous connaissons tous votr islamophobie #charliehebdo #jesuischarlie,0
dur de se mettr à tweeter encor sous le choc qu dir qu fair #jesuischarlie,0
un des auteurs présumés de lattentat recherché dans le quartier de la rond coutur #charleville #ardennes boris_cm #jesuischarlie,1
gomis célébrant son but avec le drapea français et un bandea noir en hommag #jesuischarlie #chaliehebdo,1
la tour eiffel en deu #jesuischarlie #noussommescharlie,1
mort de louis xiv d éfa à waterlo guerr mondial attentat charlieles années en maudites en franc #jesuischarlie,1
le je internet où tu ne dégommes jamais les canards #jesuischarlie #noussommescharlie,1
y a un pris d otag à montpellier #jesuischarlie,1
c est norma qu tous les programmes soient supprimés je dis just qu c est fo de vivr ça #jesuischarlie,0
tous les habitants de damartin en goel sont invités à ne pas bouger de chez eux ça risqu d etr très chaud #jesuischarlie,1
pris d otag apparement dur journé aujourdhu encor #jesuischarlie,1
lex rt bild #jesuischarlie,1
la un du quotid néerlandais tout noir #jesuischarlie,1
la un et la der du plus gros journa europé demain avec un dernièr pag en français #jesuischarlie,1
indépendant de perpigna #jesuischarlie,1
la un du principa journa norvég aftenp demain v mort #jesuischarlie,1
la un en noir et blanc du figar #jesuischarlie,1
c #prisedotage #jesuischarlie,0
#carcassonne un par du e rpim agressé a cri д’ allah akbar #jesuischarlie #prisedotage,1
sinon le hashtag #jesuiskouachi on en parl #prisedotage #vincennes #jesuischarlie,1
pris dotages dans un magasin kacher de vincennes #jesuischarlie,1
et pendant ce temps en #algérie on fête le massacr #jesuischarlie,1
il y a qu mo qu trouv irresponsable dorganiser un manifestation gigantesqu en plein attaqu terrorist #jesuischarlie,1
comment expliqu t on à ses enfants qu des hommes ont été tué pour avoir fa des dessins qu font rir #charliehebdo #jesuischarlie,0
les tueurs sont morts #jesuischarlie,1
du coup cest plus трѐс pratiqu tout çа #jesuischarlie,1
alert enlèvement pas de nouvell de #taubira malgré la guerr civil en franc honteux id00 #vincennes #jesuischarlie #jesuiscasher,0
interdits de vol aux us mais libres de mouvements en franc on a un gros problèm de renseignements et de sécurité #jesuischarlie,0
#cambadelis qu décid de qu est républicain cest un pe comm si riber écriva sans faut le pet robert #jesuischarlie #chaliehebdo,0
si les journalistes pouvaient arrêter de renseigner les terroristes sur la position des flics se sera symp merc #bfmtv #jesuischarlie,0
les policiers sont présents sur les lieux du crim en trop grand nombr il gênent les journalistes de #bfmtv #chaliehebdo #jesuischarlie,1
en allant à la march achetez le lib specia de ce jour les bénéfices seront reversés à #charlie #jesuischarlie,1
vo personnes ri quà lill marseill nantes poitiers pa châlons le mans vich nic #jesuischarlie,1
a rennes manifestation spontané d phot pourr desolé #jesuischarlie,1
le journa burkinabé appell à un croisad islamique mondial contr les fous dallah #jesuischarlie,1
afpfr pourquo ne pas avoir mis un visag à toutes les victimes mais seulement aux plus connues #jesuischarlie,1
nous pensons auss aux proches et aux familles rt felideol en ce jour de deu un pensé pour eux #jesuischarlie,1
#prêtàliker découvrez #jesuischarlie le slam de grand corps malad pour #charliehebdo,1
en images lémouvant hommag des illustrateurs du mond entier à #charliehebdo #jesuischarlie,1
#prêtàliker #jesuischarlie la chanson coup de poing en hommag à #charliehebdo,1
en images quand les internautes français rendent hommag à #charliehebdo #jesuischarlie,1
qu fair à part pleurer par sylviajorif #charliehebdo #jesuischarlie #elleestcharlie,1
#charliehebdo les illustrateurs du mond entier rendent hommag a journa #jesuischarlie,1
#elleestcharlie hommag à #charliehebdo #jesuischarlie,1
#jesuischarlie lhommag de denis olivennes à #charliehebdo,1
les illustrateurs du mond entier rendent hommag à #charliehebdo #jesuischarlie,1
ce qu manqu pour gouverner la franc cest un homm comm le général de gaull #jesuischarlie,1
un minut de silenc en hommag aux victimes de lattentat contr le journa #charliehebdo #jesuischarlie,1
nouvea chiffr polic à linstant personnes à #toulouse #jesuischarlie #marche,1
march républicain à #toulouse un foul immense pour charl vi francemidip #jesuischarlie,1
fier des toulousains #marche #jesuischarlie,2
nouvell estimation provisoir polic personnes à #toulouse #marche #jesuischarlie,1
la tête de cortèg arriv a grand rond mais ça na toujours pas démarré à jea jaurès #toulouse #jesuischarlie #marche,1
incroyable foul à #toulouse #marche #jesuischarlie,2
un foul immense à jea jaurès #toulouse #jesuischarlie #marche,1
comb serons nous à #toulouse déjà un foul immense #marche #jesuischarlie toulous,1
bila #vincennes otages tués confirm francetv plus le preneur dotages #jesuischarlie,1
en raison de la foul attendu la march républicain de #toulouse samed h démarrer des allées jea jaurès #jesuischarlie,1
port de vincennes un salarié de lé,1
iranian journalists condemn charl hebd terrorist attack #charliehebdo #jesuischarlie,1
#charliehebdo #jesuischarlie ils ont tué voltair revuedesmondes,1
#charlie hebd #jesuischarlie le poignant témoignag de philipp val lepoint,1
putain ils ont évacués disneyland cest chaud chaud caca #jesuischarlie,0
pers la march blanch dimanch pour mo cest un très mauvais choix je le sens mal #jesuischarlie #prisedotage,0
alert de la bomb à bordeaux sa va finir quand #jesuischarlie,0
je suis soulagé #jesuischarlie #prisedotage,0
entr les fusillades dhier et de ce matin ça va jamais finir #jesuischarlie,0
demain si vous êtes dans le coin on pourr se voir on se reconnaitr facilement on aur écrit alors à demain,1
exactement ça grand corps malad #jesuischarlie,1
hier jest promis je ne le fera jamais plus sérieux #jesuischarlie,0
marcher avec beaucoup dautres dimanch dans paris pour ne pas mourir idiot #jesuischarlie,0
a charl ils ne sont pas morts pour ri cel dépend de chacun dhu et demain et après demain #jesuischarlie,1
deux assauts et maintenant qu vit et qu est mort #jesuischarlie,0
nouvel assaut à dammartin contr les deux meutriers à charl hebd #jesuischarlie,1
trois assassins qu font pleurer le mond #jesuischarlie vi wordpressdotc,0
#jesuischarlie dessin mo lengrenag de la violenc,1
#jesuischarlie cernés avec un otag quarant hu heures après avoir assassiné douz personnes,1
fais mo un dessin et surtout neffac ri #jesuischarlie,1
ceux qu ont été assassinés détestaient les hommages mais aimaient la liberté sachons ne pas nous tromper de messag #jesuischarlie,1
#jesuischarlie charl hebd ser tiré mercred à un million dexemplaires sans abattr person,1
le silenc auss sur twitter à mid un minut contr la barbar mobilisés ensembl contr la violenc et lhorreur #jesuischarlie,1
#jesuischarlie plus qu jamais contr la pein de mort,1
#jesuischarlie à h aujourdà h pleas twitter un minut de silenc en hommag,1
#jesuischarlie et si la cart de vis con en est,1
les hommages dessinés à #charliehebdo et à la liberté #jesuischarlie,1
l #jesuischarlie #charliehebdo #idéesnoires,1
#jesuischarlie la chanson qu boulevers les réseaux sociaux,1
#jesuischarlie la chanson qu boulevers les réseaux sociaux,1
en hommag aux victimes #jesuischarlie,1
grand corps malad #jesuischarlie vi youtub,1
si trist #rip #jesuischarlie,0
un des policiers touchés actuellement en réanimation cardiaqu à montroug #jesuischarlie,1
charl hebd la press d vi bfmtv #jesuischarlie,0
un opération de polic et du raid est en cours à reims #jesuischarlie #charliehebdo,1
comm dargent sur un tel massacr,0
noublions pas qu policiers sont également morts aux cotés des journalistes de #charliehebdo #jesuischarlie,1
#jesuischarlie lhumoristes et д’интеллеcтуелс dans #lgj,1
attentat à #charliehebdo sergemoat sexprim sur cett tragéd #jesuischarlie,1
#jesuischarlie la phot hommag des équipes #afp à paris repris par le nytimes vi afpmlad,1
#jesuischarlie hong kong washington paris lhommages des équipes #afp,1
charl hebd befor the massacr vi nytvideonever forget #jesuischarlie,1
#jesuischarlie jb bullet vi youtubetout est dit,1
yarvic le fn a intenté plus de procès contr charliehebd tout est dit #jesuischarlie,1
brigadeantifn #charlie sest toujours batt contr le fn et les extrémistes #jesuischarlie,1
maximehaes mlp_officiel ell éta déjà largement disqualifié par mo mais là cest pir qu tout ferm ta gueul #jesuischarlie,0
pourquo cun coup serr le cœур vi reportedl #jesuischarlie,1
pensées pour les hommes du raid et du gign blessés #dammartin #vincennes #jesuischarlie,1
pensées pour les otages #dammartin #vincennes #jesuischarlie,1
the dictator fina speech vostfr #charlie chaplin #jesuischarlie,1
alors celu là il men ris encor #jesuischarlie #jesuischarlie #jesuischarlie #jesuischarlie,2
lucieaust ja mal pour nous #jesuischarlie,0
maitre_eolas pauldrasz cest exactement ces idées là qu charl hebd combatta alors ferm ta gueul mlp_officiel #jesuischarlie,0
patrickpelloux thierry_peltier trist jour #jesuischarlie,0
#jemaffichecharlie #jesuischarlie #manifcharlie un banderol géant chez twitter un de leur plus gros succès,1
#jemaffichecharlie #jesuischarlie dernièr heur autr suspects de plus sommes nous rentré en guerr religieus,1
#jesuischarlie on en parl va t on agir attendr comb de temps avant dagir sérieusement et comb de victimes,1
être aujourdest de dir tout haut ce qu le mond pens tout bas,1
bernard #cazeneuve en hommag aux victimes #jesuischarlie,1
manuel #valls,1
#jesuischarlie hommag du basketteur nba nicolas batum avant le match de portland contr mi sportingnews,1
#charliehebdo est éteint en hommag aux victimes #jesuischarlie,1
a h la tour eiffel sest éteint en hommag aux victimes #charliehebdo #jesuischarlie,1
#deuilnational le décret publié a journa officiel #jesuischarlie #charliehebdo,1
ils étaient mort dans la journé cest atroc vous imaginez les otages on du rester avec des gens décédés #vincennes #jesuischarlie,0
morts cest pas possibl #jesuischarlie #vincennes,0
les frères sont mort du coup jé,0
ils devraient pas parler de ça a tf car lé,1
un bébé en otag non mais là #parisshooting #vincennes #jesuischarlie,0
non mais stop francetv pourquo pas appeler les terroristes est leur dir ce qu font les forces de lord auss #jesuischarlie,0
déjà retenir des adultes cest pir #vincennes #jesuischarlie,0
femmes et enfant en otag #vincennes #parisshooting #jesuischarlie,1
cest plus possibl encor un fusillad #jesuischarlie #montrouge #dammartin #parisshooting,0
imaginez linquiétud des otages ils doivent voir leur vi défilé et les gens du villages auss #dammartin #jesuischarlie,1
ja peur mais pour eux on va ce battr ensembl continuons de dessiner o de nous exprimer #jesuischarlie,0
encor un autr fusillad non stop cest pas possibl là #jesuischarlie,0
je vais tweeter beaucoup sur les pca mais mes pensées sont vers les victimes et leur familles #jesuischarlie,1
les suspects savent quils sont à reims pour les tromper #jesuischarlie,1
la marseillais à londres je nous a jamais vu autant tous ensembl #jesuischarlie,1
ça peut durer plusieurs heures ceux de reims enfin o y le raid faut pas aller en cours hein #jesuischarlie,1
jregard ça ser pas pare #jesuischarlie,1
jest pare,1
les merlus et les aiglons à lerreur #ogcnfcl #jesuischarlie,0
ah ah groland rend hommag à #charliehebdo comm person dautr ne pourra le fair magiqu #jesuischarlie,1
retour sur hommages à #charliehebdo de la part de dessinateurs talentueux #jesuischarlie,1
mourir dans un imprimerie déjà vengés par liron #jesuischarlie #charliehebdo,0
les anonymous promettent de venger #charliehebdo #jesuischarlie,1
ah ah parc quon continu de se marrer bel hommag alexdessinateur #jesuischarlie,1
aujourdabord été choqué puis trist puis révolté là je suis fier de ce peupl qu fa bloc pour la liberté #jesuischarlie,0
afpfr attentats hommages en séri sur les terrains de sport #afp,1
grand corps malad #jesuischarlie,1
valls à libé dimanch ce nest pas un manifestation pour la pein de mort #jesuischarlie,1
#charliehebdo la terreur à la un courrier international #jesuischarlie,1
le magazin satyriqu turc lema jumelé avec charl hebd euronews #jesuischarlie,1
rt deniscosnard spectaculair la cart du mond des tweets #jesuischarlie,1
charl hebd la tour eiffel les pieds dans le sang courrier international #jesuischarlie,1
achrafmoussignr la un de lhebd marocain telquel thomaswieder quatremer itel o_duhamel,1
pierredegasq #jesuischarlie la vill de rom hiss le drapea tricolor sur le campidogl,1
le gros con du jour #jesuischarlie #fb,1
français sont morts hier massacrés par dà quand allez vous nous emmerder avec le #fn #jesuischarlie,0
mahmoud #abbas ser à la manifestation demain #kimjongun et #ahmadinejad ont ils également reç un invitation #jesuischarlie,1
inviter mahmoud #abbas à un manifestation contr le terrorism revient à inviter bernard #tapie à un colloqu de #mélenchon #jesuischarlie,1
lest allié a #hamas mahmoud #abbas ser présent demain à la march abject dégueulass infâme #jesuischarlie #jesuisjuif,0
les avocats disent non à la barbar islamiste #jesuischarlie #jesuisflic,1
morts millions de blessés #charliehebdo #jesuischarlie,1
si le fn_officiel н’ест pas dans la postur politiqu qу’ défil dimanch #jesuischarlie,1
on peut même plus fair de march pour rendr limport quo #jesuischarlie,1
je réalis pas putain qu hier le qu éta censé être un journé banal est maintenant national voir mondial #jesuischarlie,0
vous vous imaginez qu les policiers qu vont fair lils risquent leur vi #jesuischarlie,1
jaurais jamais pensé qu la journé finira comm ca en me levant ce matin #jesuischarlie,1
demain leffectif de sécurité dans paris ser sans précédent #jesuischarlie,1
hommag orléanais à charl hebd et à toutes les victimes des attentats vi youtub #jesuischarlie,1
orleans les rassemblements et hommages à venir dans le loiret #jesuischarlie,1
